canonical_taxon_id,bio1,bio2,bio3,bio4,bio5,bio6,bio7,bio8,bio9,bio10,bio11,bio12,bio13,bio14,bio15,bio16,bio17,bio18,bio19,elevation,habitat_suitability
sminthopsis_youngsoni,13.6,9.89,43.24,3997.8,26.19,3.31,22.88,15.89,11.31,21.61,5.59,613.35,80.92,27.27,46.65,226.57,68.17,176.85,117.9,335.7,0.8395
solenodon_cubanus,15.63,9.35,42.74,3785.4,27.66,5.79,21.88,17.82,13.45,23.29,7.98,706.8,92.21,32.26,45.24,258.18,80.64,203.29,135.53,123.2,0.9016
solenodon_paradoxus,16.42,9.26,46.42,3378.6,27.4,7.44,19.95,18.42,14.43,23.41,9.44,836.35,106.74,40.06,42.52,298.88,100.15,239.41,159.61,193.0,0.945
solomys_ponceleti,22.48,8.25,87.35,1153.8,27.68,18.23,9.45,23.43,21.54,25.79,19.18,1789.83,200.78,107.85,27.69,562.19,269.62,499.09,332.72,306.2,0.9659
solomys_salebrosus,22.48,8.25,87.35,1153.8,27.68,18.23,9.45,23.43,21.54,25.79,19.18,1789.83,200.78,107.85,27.69,562.19,269.62,499.09,332.72,306.2,0.9659
sorex_alaskanus,-5.39,13.19,24.39,10611.0,24.36,-29.74,54.11,0.02,-10.81,13.54,-24.33,682.9,121.46,5.69,90.74,340.08,14.23,212.58,141.72,149.6,0.477
sorex_alpinus,2.42,11.65,26.77,8370.0,26.36,-17.16,43.52,6.78,-1.93,17.66,-12.81,867.83,140.84,17.5,75.8,394.36,43.75,262.87,175.24,0.0,0.6713
sorex_araneus,-2.46,12.65,25.46,9676.8,24.87,-24.83,49.7,2.51,-7.43,14.93,-19.86,839.97,143.94,10.84,84.51,403.04,27.1,258.09,172.06,137.9,0.567
sorex_arcticus,-1.88,12.43,24.78,9779.4,25.72,-24.46,50.18,3.14,-6.9,15.68,-19.44,848.23,145.96,10.46,85.2,408.7,26.16,260.91,173.94,0.0,0.5787
sorex_arizonae,10.44,10.29,34.33,5499.0,26.93,-3.04,29.97,13.44,7.45,20.93,-0.05,454.56,64.71,16.42,56.66,181.18,41.04,133.34,88.89,116.0,0.6939
sorex_bairdi,1.6,11.91,27.39,8359.2,25.52,-17.96,43.47,5.95,-2.74,16.82,-13.61,847.02,137.4,17.13,75.73,384.72,42.83,256.53,171.02,131.3,0.6482
sorex_bendirii,2.81,11.7,28.22,7930.8,25.61,-15.84,41.45,6.96,-1.33,17.32,-11.69,788.18,125.51,17.82,72.87,351.43,44.55,237.59,158.39,146.5,0.6616
sorex_caecutiens,-1.47,12.36,24.94,9644.4,25.78,-23.76,49.54,3.49,-6.42,15.87,-18.81,864.26,147.91,11.31,84.3,414.15,28.28,265.46,176.97,0.0,0.5894
sorex_cinereus,-0.61,12.21,25.35,9349.2,25.87,-22.28,48.15,4.21,-5.42,16.24,-17.46,888.67,150.27,13.09,82.33,420.75,32.72,272.08,181.39,6.6,0.6103
sorex_coronatus,2.02,11.72,26.55,8503.2,26.3,-17.85,44.15,6.43,-2.4,17.47,-13.44,880.2,143.66,17.1,76.69,402.26,42.75,267.0,178.0,0.0,0.6645
sorex_daphaenodon,-2.97,12.63,24.37,10130.4,25.54,-26.29,51.84,2.22,-8.15,15.18,-21.11,795.31,138.8,8.26,87.54,388.63,20.65,245.57,163.71,1.9,0.5478
sorex_dispar,5.57,11.08,28.74,7320.6,26.79,-11.78,38.57,9.43,1.72,19.07,-7.92,701.07,108.67,18.23,68.8,304.27,45.56,209.9,139.93,8.7,0.7016
sorex_emarginatus,15.25,9.42,41.9,3913.2,27.61,5.13,22.48,17.5,13.0,23.12,7.38,668.95,87.86,30.05,46.09,246.01,75.13,192.69,128.46,121.9,0.8837
sorex_fumeus,5.28,11.13,28.46,7435.8,26.79,-12.32,39.11,9.19,1.37,18.97,-8.41,723.96,112.8,18.36,69.57,315.83,45.89,217.03,144.69,0.0,0.7025
sorex_gaspensis,1.49,11.88,26.85,8523.0,25.83,-18.42,44.25,5.92,-2.93,16.98,-14.0,871.04,142.29,16.83,76.82,398.41,42.06,264.28,176.19,71.8,0.6507
sorex_gracillimus,0.75,12.1,27.32,8533.8,25.12,-19.18,44.3,5.18,-3.68,16.26,-14.75,855.64,139.84,16.48,76.89,391.54,41.19,259.64,173.09,180.1,0.6315
sorex_granarius,5.32,11.12,28.49,7421.4,26.8,-12.25,39.05,9.23,1.42,18.99,-8.34,721.28,112.31,18.35,69.48,314.46,45.87,216.19,144.13,0.0,0.7026
sorex_hoyi,-0.05,12.1,25.55,9180.0,25.99,-21.36,47.35,4.68,-4.79,16.52,-16.62,897.7,150.74,14.06,81.2,422.07,35.16,274.34,182.89,0.0,0.623
sorex_isodon,-2.43,12.53,24.56,9957.6,25.64,-25.39,51.02,2.68,-7.53,15.43,-20.28,823.31,142.69,9.34,86.38,399.54,23.35,253.74,169.16,0.0,0.5636
sorex_jacksoni,-6.85,13.34,23.05,11404.8,24.97,-32.88,57.86,-1.06,-12.63,13.4,-27.1,544.04,99.76,4.53,96.03,279.32,11.33,174.39,116.26,0.0,0.3949
sorex_longirostris,9.18,10.42,31.5,6157.8,27.38,-5.7,33.08,12.49,5.88,20.76,-2.39,513.21,75.41,16.66,61.05,211.14,41.64,151.67,101.11,0.0,0.7006
sorex_lyelli,6.11,11.11,30.69,6822.0,26.02,-10.19,36.21,9.73,2.48,18.78,-6.57,586.26,88.84,16.86,65.48,248.76,42.16,174.55,116.37,161.3,0.6647
sorex_macrodon,16.71,9.13,44.63,3486.6,27.97,7.5,20.46,18.76,14.67,23.87,9.55,810.79,104.09,38.35,43.24,291.45,95.87,232.39,154.93,97.7,0.9403
sorex_merriami,5.12,11.21,28.94,7356.6,26.42,-12.32,38.74,8.99,1.24,18.68,-8.44,699.82,108.65,18.05,69.04,304.22,45.13,209.61,139.74,62.1,0.6898
sorex_milleri,12.86,9.81,36.76,4804.2,27.54,0.86,26.69,15.53,10.2,22.21,3.52,497.3,68.39,19.88,52.03,191.5,49.7,144.72,96.48,70.1,0.7658
sorex_minutissimus,-3.32,12.7,24.22,10251.0,25.5,-26.91,52.41,1.92,-8.56,15.02,-21.67,774.5,135.81,7.53,88.34,380.27,18.81,239.45,159.64,0.0,0.5365
sorex_minutus,-0.25,12.26,26.58,8920.8,25.12,-21.01,46.13,4.36,-4.87,15.89,-16.4,877.4,145.75,15.01,79.47,408.1,37.52,267.38,178.25,153.1,0.6152
sorex_mirabilis,2.58,11.78,28.53,7898.4,25.3,-16.0,41.3,6.71,-1.55,17.04,-11.87,775.42,123.31,17.67,72.66,345.26,44.17,233.66,155.77,197.5,0.6526
sorex_monticolus,1.25,12.02,27.64,8357.4,25.16,-18.31,43.47,5.6,-3.09,16.47,-13.96,838.61,136.03,16.97,75.72,380.87,42.43,253.98,169.32,186.1,0.6386
sorex_nanus,5.49,11.11,28.77,7329.6,26.72,-11.89,38.61,9.35,1.63,19.0,-8.03,701.36,108.76,18.2,68.86,304.52,45.5,210.01,140.01,18.1,0.6997
sorex_oreopolus,16.72,9.16,45.49,3416.4,27.79,7.66,20.13,18.73,14.7,23.76,9.67,831.61,106.36,39.66,42.78,297.8,99.14,238.16,158.78,130.1,0.9454
sorex_ornatus,9.53,10.51,34.17,5662.8,26.44,-4.3,30.74,12.6,6.45,20.29,-1.23,448.96,64.42,15.81,57.75,180.38,39.52,131.94,87.96,179.7,0.6702
sorex_pacificus,3.21,11.63,28.5,7794.0,25.65,-15.15,40.8,7.29,-0.87,17.49,-11.07,765.46,121.17,17.89,71.96,339.27,44.72,230.39,153.59,150.0,0.6647
sorex_palustris,1.01,11.91,26.05,8832.6,26.15,-19.56,45.71,5.58,-3.56,17.01,-14.99,898.57,148.72,15.81,78.88,416.41,39.53,273.56,182.38,0.0,0.6453
sorex_preblei,3.15,11.56,27.56,8031.6,26.21,-15.72,41.93,7.34,-1.04,17.83,-11.52,818.28,130.88,18.04,73.54,366.46,45.1,246.94,164.62,47.4,0.6775
sorex_roboratus,-4.96,13.1,24.44,10503.0,24.52,-29.08,53.6,0.4,-10.32,13.8,-23.72,706.89,125.19,5.89,90.02,350.54,14.73,219.16,146.11,133.1,0.4915
sorex_samniticus,5.16,11.15,28.38,7475.4,26.77,-12.53,39.3,9.09,1.23,18.91,-8.6,731.32,114.14,18.38,69.84,319.6,45.96,219.34,146.22,0.0,0.702
sorex_saussurei,15.51,9.36,42.21,3850.2,27.71,5.53,22.18,17.73,13.29,23.27,7.75,688.87,90.18,31.19,45.67,252.49,77.97,198.28,132.19,111.7,0.8939
sorex_sclateri,17.87,8.92,47.68,3114.0,28.16,9.45,18.7,19.74,16.0,24.42,11.32,956.1,120.27,47.2,40.76,336.75,118.0,272.85,181.9,94.5,0.9708
sorex_sonomae,4.13,11.47,29.25,7459.2,25.71,-13.52,39.22,8.06,0.21,17.86,-9.59,703.55,109.73,17.75,69.73,307.25,44.37,210.97,140.65,165.1,0.6665
sorex_stizodon,18.15,8.87,48.65,3015.0,28.18,9.94,18.24,19.97,16.32,24.53,11.76,997.19,124.75,49.78,40.1,349.31,124.44,284.25,189.5,98.4,0.9759
sorex_tenellus,6.48,11.03,30.77,6742.8,26.19,-9.65,35.84,10.06,2.9,19.02,-6.06,575.66,86.92,16.81,64.95,243.38,42.03,171.25,114.16,141.0,0.6686
sorex_trowbridgii,3.96,11.5,29.0,7545.6,25.76,-13.88,39.63,7.92,-0.0,17.83,-9.91,721.5,112.96,17.85,70.3,316.3,44.64,216.56,144.37,151.5,0.6687
sorex_tundrensis,-4.94,12.99,23.66,10780.2,25.26,-29.65,54.91,0.55,-10.43,14.28,-24.16,670.87,120.1,5.59,91.87,336.29,13.98,210.16,140.11,0.0,0.4778
sorex_unguiculatus,0.29,12.18,27.03,8695.8,25.08,-19.98,45.06,4.8,-4.21,16.07,-15.48,866.96,142.66,15.91,77.97,399.45,39.79,263.54,175.7,174.6,0.6241
sorex_vagrans,2.96,11.65,28.05,7947.0,25.8,-15.72,41.53,7.12,-1.19,17.5,-11.57,795.26,126.73,17.91,72.98,354.84,44.77,239.76,159.84,116.1,0.6671
sorex_ventralis,17.07,9.08,45.92,3339.0,27.95,8.18,19.77,19.05,15.1,23.99,10.15,863.64,109.99,41.56,42.26,307.97,103.89,247.11,164.74,111.5,0.9537
sorex_veraepacis,18.66,8.78,50.43,2840.4,28.24,10.82,17.41,20.4,16.92,24.75,12.56,1072.92,132.93,54.6,38.94,372.19,136.49,305.21,203.47,101.9,0.9825
soriculus_nigrescens,12.23,9.88,34.99,5131.8,27.76,-0.47,28.23,15.06,9.41,22.11,2.35,477.95,66.82,18.24,54.21,187.09,45.59,139.61,93.07,13.3,0.7435
spalacopus_cyanus,9.96,10.36,33.51,5698.8,26.96,-3.95,30.91,13.05,6.87,20.78,-0.86,462.91,66.54,16.2,57.99,186.31,40.51,136.09,90.73,96.4,0.6885
spalax_ehrenbergi,8.3,10.75,33.21,6008.4,26.11,-6.27,32.37,11.54,5.06,19.63,-3.03,467.27,68.17,15.55,60.06,190.88,38.88,137.86,91.91,206.3,0.6523
spalax_leucodon,3.73,11.47,28.05,7808.4,26.21,-14.67,40.87,7.81,-0.36,18.03,-10.58,780.77,123.67,18.18,72.06,346.27,45.45,235.03,156.69,64.0,0.6817
spalax_microphthalmus,0.03,12.22,26.79,8809.2,25.11,-20.49,45.6,4.59,-4.53,15.99,-15.93,873.58,144.44,15.49,78.73,404.43,38.71,265.89,177.26,161.9,0.6201
speothos_venaticus,21.52,8.49,83.04,1317.6,27.14,16.92,10.22,22.54,20.5,25.09,17.94,1719.14,194.81,102.03,28.78,545.46,255.06,480.31,320.21,378.0,0.9783
spermophilus_adocetus,16.9,9.12,45.9,3362.4,27.83,7.95,19.88,18.88,14.91,23.85,9.94,852.29,108.68,40.9,42.42,304.31,102.25,243.93,162.62,127.6,0.9507
spermophilus_annulatus,16.16,9.27,44.34,3578.4,27.66,6.76,20.9,18.25,14.07,23.48,8.85,772.24,99.63,36.13,43.86,278.97,90.33,221.58,147.72,138.8,0.9269
spermophilus_armatus,4.55,11.31,28.46,7563.6,26.4,-13.32,39.72,8.53,0.58,18.45,-9.35,739.78,115.92,18.23,70.42,324.57,45.58,222.09,148.06,51.6,0.6895
spermophilus_atricapillus,12.35,9.99,37.75,4755.6,26.9,0.44,26.46,14.99,9.7,21.61,3.09,487.76,66.92,19.63,51.7,187.37,49.08,141.87,94.58,172.7,0.7515
spermophilus_beecheyi,5.89,11.15,30.49,6897.6,26.01,-10.56,36.57,9.55,2.24,18.69,-6.91,600.07,91.25,17.01,65.98,255.5,42.52,178.82,119.21,158.5,0.666
spermophilus_beldingi,4.51,11.37,29.08,7432.2,26.01,-13.08,39.1,8.42,0.6,18.2,-9.17,705.31,109.87,17.9,69.55,307.64,44.75,211.43,140.96,119.9,0.6765
spermophilus_brunneus,2.93,11.63,27.79,8015.4,25.95,-15.9,41.85,7.12,-1.25,17.58,-11.71,809.76,129.42,17.93,73.44,362.38,44.81,244.32,162.88,88.4,0.6702
spermophilus_citellus,2.81,11.6,27.17,8193.6,26.29,-16.4,42.69,7.08,-1.46,17.75,-12.13,843.97,135.94,17.85,74.62,380.62,44.62,255.14,170.1,23.7,0.6754
spermophilus_columbianus,0.52,12.05,26.33,8847.0,25.7,-20.08,45.78,5.1,-4.05,16.55,-15.5,888.72,147.18,15.57,78.98,412.09,38.92,270.61,180.41,68.2,0.6331
spermophilus_elegans,3.57,11.47,27.73,7912.8,26.32,-15.04,41.37,7.71,-0.56,18.05,-10.91,801.58,127.54,18.2,72.75,357.12,45.5,241.58,161.05,38.4,0.6835
spermophilus_franklinii,2.5,11.64,26.8,8346.6,26.37,-17.04,43.41,6.84,-1.84,17.69,-12.7,865.39,140.3,17.56,75.64,392.85,43.91,262.06,174.71,0.0,0.6727
spermophilus_fulvus,4.28,11.41,28.96,7500.6,25.96,-13.46,39.42,8.22,0.34,18.08,-9.52,717.45,112.1,17.93,70.0,313.89,44.83,215.24,143.49,123.5,0.6752
spermophilus_lateralis,3.1,11.58,27.68,8011.8,26.1,-15.73,41.83,7.28,-1.09,17.74,-11.55,812.71,129.87,18.01,73.41,363.65,45.02,245.2,163.47,65.2,0.675
spermophilus_madrensis,12.29,9.95,36.73,4890.6,27.19,0.1,27.09,15.0,9.58,21.77,2.81,480.82,66.42,18.99,52.6,185.96,47.48,140.06,93.38,117.9,0.7463
spermophilus_mexicanus,13.01,9.79,37.02,4750.2,27.54,1.11,26.43,15.65,10.36,22.26,3.76,503.31,69.03,20.27,51.67,193.29,50.68,146.38,97.59,73.6,0.7718
spermophilus_mohavensis,7.54,10.85,31.91,6354.0,26.25,-7.76,34.0,10.94,4.14,19.44,-4.36,513.18,76.1,16.1,62.36,213.08,40.24,151.99,101.33,160.4,0.6609
spermophilus_mollis,4.23,11.42,28.87,7529.4,25.98,-13.57,39.56,8.18,0.27,18.07,-9.62,723.61,113.21,17.97,70.2,316.99,44.93,217.15,144.77,117.7,0.6761
spermophilus_parryii,-6.86,13.34,23.05,11410.2,24.97,-32.91,57.88,-1.08,-12.65,13.39,-27.12,542.99,99.59,4.52,96.07,278.84,11.31,174.09,116.06,0.0,0.3942
spermophilus_perotensis,16.72,9.13,44.68,3481.2,27.96,7.52,20.44,18.76,14.68,23.87,9.57,812.58,104.29,38.46,43.21,292.0,96.14,232.89,155.26,98.8,0.9408
spermophilus_pygmaeus,0.56,12.12,27.08,8634.6,25.18,-19.59,44.77,5.03,-3.92,16.23,-15.11,865.23,142.01,16.18,77.56,397.63,40.44,262.84,175.23,163.0,0.6294
spermophilus_relictus,4.96,11.19,28.25,7540.2,26.74,-12.86,39.61,8.92,1.0,18.82,-8.9,743.25,116.34,18.42,70.27,325.75,46.04,223.07,148.72,0.0,0.7009
spermophilus_richardsonii,0.84,11.94,25.96,8890.2,26.13,-19.86,45.98,5.43,-3.76,16.93,-15.26,899.89,149.3,15.55,79.27,418.03,38.87,274.14,182.76,0.0,0.6419
spermophilus_spilosoma,9.78,10.36,32.83,5835.6,27.14,-4.42,31.56,12.94,6.63,20.83,-1.26,475.84,68.85,16.3,58.9,192.78,40.74,140.11,93.41,59.7,0.6923
spermophilus_suslicus,-0.66,12.32,26.26,9088.2,25.15,-21.77,46.92,4.04,-5.35,15.76,-17.08,879.53,147.13,14.23,80.59,411.96,35.57,268.52,179.01,136.4,0.6076
spermophilus_tereticaudus,9.44,10.49,33.59,5767.2,26.62,-4.61,31.23,12.57,6.32,20.37,-1.49,459.11,66.21,15.9,58.45,185.39,39.74,135.08,90.05,144.1,0.6744
spermophilus_townsendii,1.8,11.85,27.33,8337.6,25.65,-17.72,43.37,6.14,-2.54,16.98,-13.38,847.72,137.39,17.25,75.58,384.68,43.12,256.68,171.12,111.4,0.6528
spermophilus_tridecemlineatus,5.39,11.11,28.53,7399.8,26.81,-12.14,38.94,9.28,1.5,19.02,-8.24,717.24,111.57,18.33,69.33,312.4,45.83,214.93,143.29,0.0,0.7029
spermophilus_undulatus,-1.42,12.35,24.96,9628.2,25.79,-23.68,49.47,3.53,-6.37,15.89,-18.73,866.01,148.11,11.41,84.19,414.72,28.53,265.95,177.3,0.0,0.5906
spermophilus_variegatus,10.88,10.19,34.56,5398.2,27.1,-2.39,29.49,13.83,7.93,21.2,0.56,457.35,64.79,16.77,55.99,181.4,41.94,134.0,89.33,96.2,0.7049
spermophilus_washingtoni,1.79,11.85,27.27,8355.6,25.69,-17.76,43.46,6.14,-2.55,17.0,-13.42,850.71,137.98,17.22,75.7,386.34,43.06,257.64,171.76,104.2,0.6533
sphaerias_blanfordi,13.85,9.6,37.67,4550.4,27.87,2.38,25.49,16.4,11.3,22.77,4.93,537.81,73.02,22.26,50.34,204.45,55.65,156.05,104.04,37.3,0.8039
sphaeronycteris_toxophyllum,24.76,7.84,88.69,412.2,29.62,20.78,8.84,25.64,23.88,27.85,21.67,1975.44,211.43,127.17,22.75,592.0,317.93,545.96,363.97,304.6,0.9264
sphiggurus_insidiosus,16.98,9.33,54.85,2755.8,26.33,9.32,17.01,18.68,15.28,22.93,11.02,1066.17,131.46,54.75,38.37,368.1,136.89,302.99,201.99,400.4,0.9809
sphiggurus_melanurus,23.17,8.21,89.14,714.6,28.24,19.03,9.21,24.09,22.25,26.4,19.95,1903.54,207.73,119.35,24.76,581.65,298.36,528.01,352.01,407.0,0.9554
sphiggurus_mexicanus,18.9,8.74,51.37,2755.8,28.26,11.24,17.01,20.6,17.2,24.86,12.95,1110.57,136.94,57.04,38.37,383.43,142.59,315.61,210.41,104.4,0.9847
sphiggurus_spinosus,13.36,9.94,42.8,4069.8,26.14,2.92,23.22,15.69,11.04,21.49,5.24,593.97,78.66,26.17,47.13,220.25,65.42,171.4,114.27,338.4,0.8265
sphiggurus_vestitus,23.96,7.91,88.78,860.4,28.86,19.95,8.91,24.85,23.07,27.08,20.84,1894.92,208.71,117.27,25.74,584.39,293.18,526.54,351.03,217.3,0.9417
spilocuscus_maculatus,22.16,8.41,89.38,993.6,27.34,17.92,9.41,23.1,21.22,25.46,18.87,1823.85,202.57,111.52,26.62,567.19,278.81,507.6,338.4,431.2,0.9704
spilocuscus_rufoniger,22.78,8.3,89.24,804.6,27.9,18.6,9.3,23.71,21.86,26.04,19.53,1878.8,206.21,116.85,25.36,577.38,292.14,521.71,347.81,424.1,0.9616
spilogale_putorius,7.57,10.71,30.12,6685.2,27.14,-8.43,35.57,11.13,4.02,20.02,-4.88,587.16,88.42,17.34,64.57,247.58,43.34,174.55,116.37,0.0,0.7018
spilogale_pygmaea,16.52,9.18,44.64,3508.2,27.84,7.27,20.57,18.58,14.47,23.72,9.33,800.23,102.85,37.75,43.39,287.99,94.38,229.42,152.95,116.4,0.9367
steatomys_krebsii,13.98,9.71,41.06,4161.6,26.99,3.34,23.65,16.35,11.62,22.26,5.71,591.97,78.77,25.78,47.74,220.56,64.45,171.0,114.0,199.9,0.8343
steatomys_parvus,19.78,8.74,64.02,2044.8,27.29,13.64,13.66,21.15,18.42,24.56,15.0,1414.02,167.37,78.2,33.63,468.64,195.51,398.49,265.66,303.1,0.9914
stenocephalemys_albocaudata,20.79,8.66,79.6,1456.2,26.77,15.9,10.88,21.88,19.7,24.6,16.98,1657.35,189.4,97.08,29.71,530.32,242.7,463.82,309.21,424.6,0.9857
stenocephalemys_griseicauda,19.87,8.82,71.28,1773.0,26.67,14.3,12.37,21.11,18.63,24.2,15.54,1522.11,177.29,86.48,31.82,496.42,216.2,427.58,285.05,417.3,0.9921
stenocephalemys_ruppi,21.93,8.45,89.42,1089.0,27.13,17.68,9.45,22.88,20.99,25.24,18.62,1794.58,200.51,108.78,27.26,561.42,271.95,500.02,333.35,421.8,0.9734
stenoderma_rufum,16.34,9.33,47.87,3279.6,27.05,7.57,19.49,18.28,14.39,23.16,9.51,865.47,109.86,41.93,41.86,307.62,104.82,247.47,164.98,252.9,0.9508
stochomys_longicaudatus,26.08,7.57,88.33,63.0,30.79,22.22,8.57,26.94,25.22,29.08,23.08,2009.46,210.2,133.26,20.42,588.55,333.15,553.02,368.68,265.8,0.8984
sturnira_aratathomasi,24.75,7.78,88.61,567.0,29.58,20.79,8.78,25.63,23.87,27.82,21.67,1960.66,211.96,124.53,23.78,593.48,311.34,542.89,361.93,233.9,0.9266
sturnira_bidens,25.43,7.65,88.45,351.0,30.19,21.54,8.65,26.3,24.57,28.46,22.41,1994.58,212.63,129.08,22.34,595.36,322.71,550.84,367.23,229.6,0.9126
sturnira_bogotensis,26.04,7.54,88.28,171.0,30.74,22.2,8.54,26.9,25.19,29.03,23.06,2011.93,211.97,132.22,21.14,593.5,330.54,554.43,369.62,220.5,0.8993
sturnira_erythromos,22.0,8.3,77.71,1414.8,27.88,17.2,10.68,23.07,20.94,25.74,18.27,1699.16,193.69,99.92,29.43,542.33,249.81,475.28,316.86,257.3,0.9722
sturnira_lilium,25.05,7.74,88.56,444.6,29.85,21.11,8.74,25.92,24.17,28.1,21.99,1979.64,212.33,127.09,22.96,594.51,317.72,547.34,364.89,245.4,0.9206
sturnira_ludovici,21.43,8.32,65.97,1823.4,28.37,15.76,12.61,22.69,20.17,25.85,17.02,1538.95,179.79,87.01,32.16,503.42,217.52,432.56,288.38,153.1,0.9783
sturnira_mordax,21.78,8.25,68.05,1720.8,28.45,16.32,12.13,22.99,20.57,26.02,17.54,1585.85,184.14,90.56,31.47,515.6,226.41,445.21,296.8,147.9,0.9745
sturnira_oporaphilum,17.31,9.13,50.15,3009.6,27.32,9.11,18.21,19.13,15.48,23.68,10.93,979.69,122.53,48.93,40.06,343.07,122.33,279.24,186.16,230.5,0.9731
sturnira_tildae,21.21,8.55,80.85,1393.2,27.03,16.45,10.58,22.27,20.15,24.91,17.51,1687.9,192.15,99.46,29.29,538.03,248.66,472.01,314.67,389.8,0.9816
styloctenium_wallacei,24.78,7.91,88.77,216.0,29.68,20.77,8.91,25.67,23.89,27.9,21.67,1983.02,209.54,129.82,21.44,586.71,324.55,546.76,364.5,393.4,0.9261
stylodipus_telum,2.24,11.73,27.14,8307.0,26.01,-17.21,43.23,6.56,-2.08,17.37,-12.89,852.33,137.95,17.49,75.38,386.27,43.72,257.99,171.99,58.3,0.6639
suncus_etruscus,10.45,10.45,37.35,5076.0,25.84,-2.13,27.97,13.25,7.66,20.24,0.66,436.26,60.82,16.78,53.84,170.3,41.95,127.35,84.9,313.4,0.6828
suncus_infinitesimus,19.02,8.89,60.27,2275.2,27.13,12.39,14.74,20.5,17.55,24.18,13.86,1303.9,156.42,70.45,35.17,437.99,176.11,368.46,245.64,311.4,0.9928
suncus_madagascariensis,15.19,9.64,48.31,3378.6,26.17,6.21,19.95,17.19,13.2,22.18,8.21,808.0,103.12,38.7,42.52,288.75,96.75,231.3,154.2,382.0,0.9289
suncus_malayanus,24.36,7.82,88.66,775.8,29.21,20.39,8.82,25.24,23.48,27.45,21.27,1920.44,210.39,119.75,25.17,589.1,299.38,533.09,355.39,195.5,0.9342
suncus_megalura,24.23,7.86,88.71,784.8,29.11,20.25,8.86,25.12,23.35,27.33,21.13,1915.93,210.02,119.38,25.23,588.05,298.44,531.89,354.6,210.4,0.9367
suncus_murinus,17.32,9.05,47.04,3225.6,27.89,8.66,19.23,19.24,15.39,24.05,10.59,905.7,114.63,44.15,41.5,320.97,110.37,258.8,172.54,127.3,0.9623
suncus_remyi,25.6,7.62,88.4,313.2,30.34,21.72,8.62,26.46,24.73,28.61,22.58,1999.91,212.67,129.85,22.09,595.49,324.62,552.06,368.04,222.5,0.909
suncus_varilla,19.81,8.72,63.42,2066.4,27.38,13.62,13.76,21.19,18.44,24.63,15.0,1406.07,166.64,77.6,33.78,466.6,193.99,396.35,264.24,288.4,0.9911
sundamys_infraluteus,26.25,7.52,88.26,52.2,30.93,22.41,8.52,27.1,25.4,29.23,23.27,2012.77,210.39,133.6,20.35,589.1,334.0,553.86,369.24,245.2,0.8946
sundamys_muelleri,24.59,7.83,88.67,574.2,29.44,20.61,8.83,25.47,23.7,27.68,21.5,1956.12,211.56,124.17,23.83,592.38,310.42,541.68,361.12,255.1,0.9298
sundasciurus_brookei,24.53,7.89,88.75,468.0,29.42,20.53,8.89,25.42,23.64,27.64,21.42,1965.72,211.15,125.94,23.12,591.22,314.84,543.64,362.43,314.3,0.931
sundasciurus_hippurus,25.96,7.57,88.33,144.0,30.68,22.1,8.57,26.82,25.11,28.96,22.96,2009.59,211.34,132.36,20.96,591.76,330.91,553.6,369.07,245.8,0.9011
sundasciurus_lowii,25.99,7.57,88.33,135.0,30.7,22.13,8.57,26.85,25.13,28.99,22.99,2010.02,211.26,132.49,20.9,591.53,331.23,553.66,369.11,245.8,0.9004
sundasciurus_samarensis,19.26,8.91,65.52,2032.2,26.74,13.14,13.6,20.62,17.9,24.02,14.5,1406.96,166.41,77.91,33.55,465.96,194.78,396.45,264.3,389.5,0.994
sundasciurus_tenuis,25.95,7.57,88.33,160.2,30.66,22.09,8.57,26.8,25.09,28.95,22.95,2009.54,211.56,132.18,21.07,592.37,330.45,553.7,369.13,240.6,0.9013
surdisorex_norae,24.97,7.9,88.76,88.2,29.86,20.96,8.9,25.86,24.08,28.08,21.85,1984.88,207.97,131.35,20.59,582.33,328.38,546.42,364.28,425.4,0.9222
surdisorex_polulus,25.12,7.87,88.73,50.0,30.0,21.12,8.87,26.01,24.23,28.22,22.01,1985.51,207.25,132.03,20.2,580.29,330.07,546.22,364.14,428.9,0.9191
suricata_suricatta,13.22,9.83,39.25,4458.6,27.0,1.95,25.05,15.73,10.71,21.99,4.45,532.64,71.97,22.32,49.72,201.53,55.79,154.39,102.93,177.9,0.7919
sus_barbatus,26.05,7.56,88.32,97.2,30.76,22.2,8.56,26.91,25.2,29.05,23.05,2010.28,210.76,132.93,20.65,590.13,332.33,553.48,368.99,254.1,0.8991
sus_cebifrons,19.6,8.84,66.95,1947.6,26.86,13.66,13.2,20.92,18.28,24.22,14.98,1448.36,170.46,80.89,32.98,477.29,202.21,407.7,271.8,376.6,0.9929
sus_celebensis,24.15,8.02,88.91,426.6,29.11,20.09,9.02,25.05,23.25,27.31,21.0,1960.39,210.01,126.05,22.84,588.04,315.12,541.89,361.26,391.4,0.9383
sus_philippensis,18.92,8.96,62.69,2178.0,26.78,12.5,14.29,20.35,17.49,23.92,13.92,1340.78,159.94,73.16,34.52,447.84,182.91,378.45,252.3,372.6,0.994
sus_salvanius,13.15,9.72,36.42,4806.0,27.83,1.13,26.7,15.82,10.48,22.49,3.8,503.71,69.28,20.13,52.04,193.99,50.33,146.59,97.73,26.0,0.7742
sus_scrofa,12.5,10.0,38.81,4608.0,26.67,0.91,25.76,15.08,9.93,21.52,3.49,501.51,68.29,20.6,50.72,191.21,51.49,145.62,97.08,218.2,0.7623
